,id,wnID,words
794,795,n04562935,water_tower
795,796,n03325584,feather_boa
796,797,n03045698,cloak
797,798,n07892512,red_wine
798,799,n03250847,drumstick
799,800,n04192698,shield
800,801,n03026506,Christmas_stocking
801,802,n03534580,hoopskirt
802,803,n07565083,menu
803,804,n04296562,stage
804,805,n02869837,bonnet
805,806,n07871810,meat_loaf
806,807,n02799071,baseball
807,808,n03314780,face_powder
808,809,n04141327,scabbard
809,810,n04357314,sunscreen
810,811,n02823750,beer_glass
811,812,n13052670,hen-of-the-woods
812,813,n07583066,guacamole
813,814,n03637318,lampshade
814,815,n04599235,wool
815,816,n07802026,hay
816,817,n02883205,bow_tie
817,818,n03709823,mailbag
818,819,n04560804,water_jug
819,820,n02909870,bucket
820,821,n03207743,dishrag
821,822,n04263257,soup_bowl
822,823,n07932039,eggnog
823,824,n03786901,mortar
824,825,n04479046,trench_coat
825,826,n03873416,paddle
826,827,n02999410,chain
827,828,n04367480,swab
828,829,n03775546,mixing_bowl
829,830,n07875152,potpie
830,831,n04591713,wine_bottle
831,832,n04201297,shoji
832,833,n02916936,bulletproof_vest
833,834,n03240683,drilling_platform
834,835,n02840245,binder
835,836,n02963159,cardigan
836,837,n04370456,sweatshirt
837,838,n03991062,pot
838,839,n02843684,birdhouse
839,840,n03482405,hamper
840,841,n03942813,ping-pong_ball
841,842,n03908618,pencil_box
842,843,n03902125,pay-phone
843,844,n07584110,consomme
844,845,n02730930,apron
845,846,n04023962,punching_bag
846,847,n02769748,backpack
847,848,n10148035,groom
848,849,n02817516,bearskin
849,850,n03908714,pencil_sharpener
850,851,n02906734,broom
851,852,n03788365,mosquito_net
852,853,n02667093,abaya
853,854,n03787032,mortarboard
854,855,n03980874,poncho
855,856,n03141823,crutch
856,857,n03976467,Polaroid_camera
857,858,n04264628,space_bar
858,859,n07930864,cup
859,860,n04039381,racket
860,861,n06874185,traffic_light
861,862,n04033901,quill
862,863,n04041544,radio
863,864,n07860988,dough
864,865,n03146219,cuirass
865,866,n03763968,military_uniform
866,867,n03676483,lipstick
867,868,n04209133,shower_cap
868,869,n03782006,monitor
869,870,n03857828,oscilloscope
870,871,n03775071,mitten
871,872,n02892767,brassiere
872,873,n07684084,French_loaf
873,874,n04522168,vase
874,875,n03764736,milk_can
875,876,n04118538,rugby_ball
876,877,n03887697,paper_towel
877,878,n13044778,earthstar
878,879,n03291819,envelope
879,880,n03770439,miniskirt
880,881,n03124170,cowboy_hat
881,882,n04487081,trolleybus
882,883,n03916031,perfume
883,884,n02808440,bathtub
884,885,n07697537,hotdog
885,886,n12985857,coral_fungus
886,887,n02917067,bullet_train
887,888,n03938244,pillow
888,889,n15075141,toilet_tissue
889,890,n02978881,cassette
890,891,n02966687,carpenter's_kit
891,892,n03633091,ladle
892,893,n13040303,stinkhorn
893,894,n03690938,lotion
894,895,n03476991,hair_spray
895,896,n02669723,academic_gown
896,897,n03220513,dome
897,898,n03127925,crate
898,899,n04584207,wig
899,900,n07880968,burrito
900,901,n03937543,pill_bottle
901,902,n03000247,chain_mail
902,903,n04418357,theater_curtain
903,904,n04590129,window_shade
904,905,n02795169,barrel
905,906,n04553703,washbasin
906,907,n02783161,ballpoint
907,908,n02802426,basketball
908,909,n02808304,bath_towel
909,910,n03124043,cowboy_boot
910,911,n03450230,gown
911,912,n04589890,window_screen
912,913,n12998815,agaric
913,914,n02992529,cellular_telephone
914,915,n03825788,nipple
915,916,n02790996,barbell
916,917,n03710193,mailbox
917,918,n03630383,lab_coat
918,919,n03347037,fire_screen
919,920,n03769881,minibus
920,921,n03871628,packet
921,922,n03733281,maze
922,923,n03976657,pole
923,924,n03535780,horizontal_bar
924,925,n04259630,sombrero
925,926,n03929855,pickelhaube
926,927,n04049303,rain_barrel
927,928,n04548362,wallet
928,929,n02979186,cassette_player
929,930,n06596364,comic_book
930,931,n03935335,piggy_bank
931,932,n06794110,street_sign
932,933,n02825657,bell_cote
933,934,n03388183,fountain_pen
934,935,n04591157,Windsor_tie
935,936,n04540053,volleyball
936,937,n03866082,overskirt
937,938,n04136333,sarong
938,939,n04026417,purse
939,940,n02865351,bolo_tie
940,941,n02834397,bib
941,942,n03888257,parachute
942,943,n04235860,sleeping_bag
943,944,n04404412,television
944,945,n04371430,swimming_trunks
945,946,n03733805,measuring_cup
946,947,n07920052,espresso
947,948,n07873807,pizza
948,949,n02895154,breastplate
949,950,n04204238,shopping_basket
950,951,n04597913,wooden_spoon
951,952,n04131690,saltshaker
952,953,n07836838,chocolate_sauce
953,954,n09835506,ballplayer
954,955,n03443371,goblet
955,956,n13037406,gyromitra
956,957,n04336792,stretcher
957,958,n04557648,water_bottle
958,959,n03187595,dial_telephone
